date,open,high,low,close,volume
2021-11-10,1598.451,1607.794,1587.659,1607.571,870459274
2021-11-11,1605.562,1632.243,1605.562,1627.915,1020021581
2021-11-12,1627.928,1647.751,1627.81,1644.556,1072791621
2021-11-15,1645.857,1650.649,1638.459,1639.995,1141589618
2021-11-16,1634.933,1644.963,1625.886,1627.035,1030142863
2021-11-17,1627.351,1651.209,1624.073,1650.546,977522192
2021-11-18,1649.21,1649.21,1635.618,1636.938,1023962161
2021-11-19,1637.142,1664.109,1637.142,1662.144,938093741
2021-11-22,1666.081,1702.986,1666.081,1701.053,1121378211
2021-11-23,1699.502,1706.494,1698.068,1699.619,1057971424
2021-11-24,1700.557,1705.239,1691.656,1692.279,1006669305
2021-11-25,1691.786,1701.104,1691.786,1693.188,980610910
2021-11-26,1692.193,1692.656,1678.703,1688.794,910697872
2021-11-29,1675.756,1700.396,1675.756,1695.105,1043643210
2021-11-30,1701.728,1706.812,1692.482,1702.867,1025626855
2021-12-01,1702.555,1702.555,1679.781,1681.618,896138442
2021-12-02,1678.477,1678.477,1648.383,1648.854,904336362
2021-12-03,1650.953,1662.499,1650.953,1662.476,848974720
2021-12-06,1663.922,1663.922,1620.922,1620.922,923524341
2021-12-07,1628.243,1628.243,1588.485,1600.149,873099372
2021-12-08,1607.845,1632.91,1607.845,1632.413,715126601
2021-12-09,1633.478,1655.456,1629.34,1652.963,814597814
2021-12-10,1647.948,1674.171,1647.948,1666.995,1030301837
2021-12-13,1670.94,1681.916,1669.727,1677.551,853648454
2021-12-14,1675.732,1684.831,1674.327,1677.005,791495176
2021-12-15,1677.761,1679.77,1658.361,1658.361,823498714
2021-12-16,1661.377,1666.819,1659.021,1664.592,741400628
2021-12-17,1664.098,1664.098,1627.125,1628.649,805416192
2021-12-20,1619.377,1630.753,1595.315,1595.323,775140051
2021-12-21,1597.194,1609.552,1592.511,1608.232,678536720
2021-12-22,1612.03,1623.842,1610.109,1616.226,759866037
2021-12-23,1617.342,1619.011,1609.922,1611.973,701669528
2021-12-24,1610.909,1610.909,1585.933,1587.759,763598098
2021-12-27,1585.2,1591.199,1573.216,1581.277,635020162
2021-12-28,1582.649,1600.595,1582.649,1600.197,663627574
2021-12-29,1601.446,1601.446,1585.528,1588.316,630403564
2021-12-30,1590.728,1617.667,1590.728,1612.141,781684110
2021-12-31,1621.254,1634.815,1621.254,1633.479,784020837
2022-01-04,1637.335,1637.335,1601.233,1603.786,930256167
2022-01-05,1603.042,1603.042,1561.202,1567.267,900049650
2022-01-06,1561.175,1567.328,1544.696,1559.463,795374033
2022-01-07,1561.6,1566.841,1534.625,1534.675,911741586
2022-01-10,1537.293,1554.257,1523.286,1548.283,851736719
2022-01-11,1548.257,1548.257,1517.002,1519.249,803578543
2022-01-12,1523.287,1545.17,1523.287,1545.17,889036271
2022-01-13,1547.376,1547.376,1518.089,1518.089,825110608
2022-01-14,1513.506,1547.071,1513.506,1541.965,997588794
2022-01-17,1546.208,1572.907,1546.208,1568.755,1046228774
2022-01-18,1569.559,1582.907,1560.882,1561.866,1118255753
2022-01-19,1559.832,1559.832,1538.365,1543.991,875306669
2022-01-20,1545.188,1545.7,1510.901,1511.684,912281966
2022-01-21,1508.679,1508.679,1484.76,1485.134,864836313
2022-01-24,1478.612,1504.159,1478.612,1500.394,703092051
2022-01-25,1494.712,1496.684,1455.172,1455.172,823470556
2022-01-26,1460.237,1466.179,1441.356,1455.85,1513995408
2022-01-27,1455.521,1455.521,1413.78,1414.188,1118748169
2022-01-28,1423.528,1425.097,1399.892,1404.029,906123805
2022-02-07,1422.968,1430.734,1404.214,1407.743,819967019
2022-02-08,1407.301,1407.301,1369.315,1384.57,821926153
2022-02-09,1384.636,1394.919,1376.394,1394.611,861344140
2022-02-10,1398.292,1398.292,1365.483,1369.674,902055773
2022-02-11,1363.796,1363.796,1338.075,1338.517,897509553
2022-02-14,1329.963,1347.032,1328.302,1335.338,620563254
2022-02-15,1339.114,1372.067,1339.114,1371.307,744095106
2022-02-16,1378.289,1379.815,1369.645,1371.003,708426452
2022-02-17,1370.096,1390.945,1370.096,1380.189,740291008
2022-02-18,1372.87,1373.992,1365.861,1373.831,639694800
2022-02-21,1375.889,1377.4,1365.201,1367.487,757672702
2022-02-22,1359.087,1359.087,1337.692,1356.415,769676479
2022-02-23,1356.159,1414.011,1356.159,1412.19,906858541
2022-02-24,1409.096,1422.689,1373.314,1388.672,1133152989
2022-02-25,1406.531,1431.445,1406.531,1418.759,862074104
2022-02-28,1423.815,1431.967,1413.52,1431.967,981222652
2022-03-01,1438.52,1438.52,1418.651,1424.18,856830789
2022-03-02,1419.055,1419.055,1401.906,1416.874,720866683
2022-03-03,1422.548,1422.548,1393.177,1393.221,762090511
2022-03-04,1384.655,1412.626,1383.178,1386.883,776777560
2022-03-07,1381.545,1381.545,1345.588,1350.127,818438521
2022-03-08,1348.773,1359.807,1316.036,1316.036,967231238
2022-03-09,1325.109,1328.407,1261.466,1301.783,1091741913
2022-03-10,1337.858,1347.72,1329.217,1329.633,1022893856
2022-03-11,1314.58,1342.052,1301.217,1341.78,1055323640
2022-03-14,1336.186,1336.186,1298.272,1298.272,892350131
2022-03-15,1286.264,1305.904,1251.335,1251.335,1062202221
2022-03-16,1273.969,1289.377,1227.299,1288.359,1158998907
2022-03-17,1308.878,1333.129,1308.878,1313.228,1198037077
2022-03-18,1308.375,1311.989,1294.569,1311.989,859398805
2022-03-21,1313.159,1330.813,1313.159,1326.035,924287999
2022-03-22,1321.72,1321.72,1305.06,1307.393,1010014942
2022-03-23,1312.141,1324.835,1304.11,1317.262,899059313
2022-03-24,1310.009,1310.009,1290.674,1302.272,813417140
2022-03-25,1303.993,1307.448,1273.052,1273.052,733873859
2022-03-28,1266.097,1268.233,1252.51,1257.338,673443548
2022-03-29,1264.199,1268.086,1243.445,1243.565,696610350
2022-03-30,1250.331,1280.585,1250.331,1280.585,738217309
2022-03-31,1277.718,1277.718,1257.842,1260.836,749379032
2022-04-01,1255.984,1262.114,1245.595,1258.014,656332356
2022-04-06,1257.057,1257.057,1227.912,1232.73,759333963
2022-04-07,1225.953,1226.564,1204.962,1204.962,719942242
2022-04-08,1204.168,1206.129,1183.817,1192.592,718517520
2022-04-11,1188.718,1188.718,1143.867,1146.549,737660628
2022-04-12,1147.006,1156.886,1127.106,1156.886,664348515
2022-04-13,1152.539,1152.539,1127.069,1127.069,572847759
2022-04-14,1134.383,1149.509,1126.998,1142.001,662401800
2022-04-15,1134.653,1138.054,1119.284,1132.939,672477446
2022-04-18,1127.971,1166.006,1125.124,1165.044,708761122
2022-04-19,1162.975,1167.767,1144.693,1147.147,615875371
2022-04-20,1147.043,1148.919,1130.913,1131.709,607859431
2022-04-21,1127.084,1143.728,1103.232,1105.467,686544976
2022-04-22,1101.779,1105.268,1087.774,1089.001,636002008
2022-04-25,1073.386,1073.386,1016.569,1016.569,913603705
2022-04-26,1019.353,1034.434,996.999,998.222,805953393
2022-04-27,987.29,1049.017,981.436,1048.197,928712179
2022-04-28,1039.654,1047.443,1027.041,1037.096,879325813
2022-04-29,1040.602,1085.005,1037.724,1083.877,973887350
2022-05-05,1081.909,1108.204,1081.909,1095.137,859036777
2022-05-06,1069.579,1097.613,1069.579,1082.392,718348658
2022-05-09,1078.968,1095.576,1078.968,1088.779,676528573
2022-05-10,1077.105,1125.386,1077.105,1119.124,837451325
2022-05-11,1121.512,1173.503,1121.512,1145.839,1064806640
2022-05-12,1141.621,1160.059,1141.621,1154.451,813193699
2022-05-13,1160.43,1160.43,1144.631,1153.7,662228257
2022-05-16,1160.777,1168.178,1141.743,1142.623,761282144
2022-05-17,1142.093,1160.021,1137.388,1157.733,734257330
2022-05-18,1159.063,1170.541,1159.063,1163.879,672012871
2022-05-19,1150.303,1190.157,1150.303,1190.157,790284033
2022-05-20,1196.326,1203.345,1186.238,1203.345,806071514
2022-05-23,1204.817,1208.74,1193.066,1207.918,755249809
2022-05-24,1207.419,1207.419,1153.553,1153.553,914650364
2022-05-25,1153.622,1164.204,1150.237,1163.524,640795716
2022-05-26,1163.756,1169.614,1143.829,1161.146,679301025
2022-05-27,1166.06,1171.872,1147.213,1153.285,683576056
2022-05-30,1157.872,1169.975,1149.382,1168.443,711060200
2022-05-31,1172.462,1205.505,1160.42,1205.505,1229603174
2022-06-01,1201.939,1220.952,1201.939,1215.318,1325748411
2022-06-02,1213.346,1273.53,1213.346,1272.783,1916110994
2022-06-06,1280.295,1333.051,1280.295,1323.144,2294039902
2022-06-07,1324.909,1324.909,1301.213,1309.507,1652778820
2022-06-08,1306.509,1322.324,1282.645,1303.824,1505660030
2022-06-09,1302.024,1302.024,1264.422,1270.592,1137763347
2022-06-10,1263.251,1293.846,1263.251,1293.846,1292359561
2022-06-13,1281.375,1293.92,1279.258,1288.171,1124266180
2022-06-14,1274.114,1274.114,1229.739,1265.815,1127408384
2022-06-15,1265.412,1283.95,1254.868,1256.856,1120451141
2022-06-16,1259.475,1296.001,1259.475,1281.584,1012977728
2022-06-17,1273.161,1299.709,1270.195,1298.233,1061734445
2022-06-20,1305.117,1318.098,1297.609,1304.129,1097063097
2022-06-21,1304.74,1304.74,1275.81,1286.074,1054501495
2022-06-22,1288.1,1289.367,1266.891,1266.891,1078606253
2022-06-23,1268.325,1296.155,1260.13,1296.155,1101648143
2022-06-24,1300.951,1322.942,1300.951,1313.908,1257404045
2022-06-27,1323.721,1328.24,1313.306,1318.996,1183740892
2022-06-28,1321.51,1331.835,1299.255,1331.835,1249341808
2022-06-29,1326.246,1332.731,1296.808,1297.003,1343501489
2022-06-30,1298.71,1327.885,1296.482,1316.299,1169904831
2022-07-01,1317.903,1317.903,1295.586,1299.371,1127248857
2022-07-04,1298.307,1315.91,1284.513,1315.016,1215853547
2022-07-05,1317.42,1318.448,1288.646,1303.014,1086473439
2022-07-06,1302.705,1325.724,1299.575,1311.706,1109890092
2022-07-07,1313.852,1319.656,1293.219,1317.89,1072293635
2022-07-08,1324.908,1326.679,1311.812,1312.62,1021714963
2022-07-11,1308.167,1308.167,1279.928,1291.73,989255772
2022-07-12,1291.194,1291.194,1250.006,1250.006,991692953
2022-07-13,1252.134,1263.44,1241.406,1255.603,899542230
2022-07-14,1255.692,1296.096,1255.692,1288.466,1038648358
2022-07-15,1285.943,1304.481,1281.682,1281.682,1000237135
2022-07-18,1285.257,1288.668,1267.197,1286.575,1070256654
2022-07-19,1286.713,1294.524,1275.872,1284.961,1076958082
2022-07-20,1289.141,1307.723,1289.141,1306.343,1086976442
2022-07-21,1306.488,1337.075,1306.488,1320.363,1194108160
2022-07-22,1324.661,1328.324,1304.795,1313.259,1134545777
2022-07-25,1313.529,1324.322,1298.241,1300.245,1054499295
2022-07-26,1299.304,1313.156,1289.075,1313.037,993526411
2022-07-27,1312.428,1340.027,1312.428,1339.689,1078189193
2022-07-28,1346.807,1367.571,1345.293,1359.709,1296548310
2022-07-29,1365.691,1365.691,1343.77,1344.652,1199933523
2022-08-01,1338.684,1356.791,1322.411,1356.791,1177403438
2022-08-02,1339.964,1353.213,1320.519,1339.203,1471058321
2022-08-03,1343.116,1371.042,1339.964,1340.085,1608642362
2022-08-04,1346.94,1357.383,1338.055,1351.539,1289339276
2022-08-05,1356.03,1397.81,1356.03,1397.745,1817096556
2022-08-08,1400.618,1406.515,1388.312,1405.998,1611874419
2022-08-09,1403.717,1421.135,1396.609,1420.836,1450878953
2022-08-10,1414.751,1432.138,1414.751,1425.093,1427279756
2022-08-11,1432.466,1443.808,1422.135,1441.722,1437472388
2022-08-12,1438.253,1438.253,1406.315,1406.315,1459238123
2022-08-15,1403.845,1416.406,1403.845,1409.754,1217244032
2022-08-16,1410.059,1425.793,1406.557,1408.858,1257221851
2022-08-17,1409.904,1412.798,1402.212,1406.604,1272445087
2022-08-18,1405.68,1430.212,1405.68,1429.329,1523627601
2022-08-19,1429.663,1435.253,1384.544,1384.544,1658909695
2022-08-22,1379.569,1386.939,1374.359,1386.011,1358864178
2022-08-23,1385.623,1396.244,1385.357,1387.936,1244458639
2022-08-24,1390.649,1390.649,1333.738,1333.738,1461178606
2022-08-25,1336.897,1336.897,1300.687,1312.806,1231705711
2022-08-26,1320.469,1329.01,1297.01,1299.317,1130567535
2022-08-29,1283.397,1320.906,1283.397,1314.747,1076967966
2022-08-30,1315.027,1319.601,1304.089,1306.204,979438607
2022-08-31,1303.859,1303.859,1270.078,1271.912,1190742200
2022-09-01,1274.607,1283.522,1267.994,1268.496,1026108181
2022-09-02,1270.037,1287.459,1265.082,1280.081,991182946
2022-09-05,1281.742,1290.782,1270.432,1276.748,1006124008
2022-09-06,1280.282,1299.566,1269.491,1299.566,999795076
2022-09-07,1295.474,1332.063,1295.474,1319.008,1068758739
2022-09-08,1319.052,1323.477,1303.856,1303.856,908151808
2022-09-09,1303.548,1303.548,1283.706,1294.626,818749248
2022-09-13,1296.959,1306.249,1292.09,1296.392,836220702
2022-09-14,1280.029,1294.24,1279.984,1293.829,831430176
2022-09-15,1297.946,1297.946,1236.302,1248.419,1133766833
2022-09-16,1245.675,1268.217,1243.332,1243.332,929536562
2022-09-19,1243.267,1246.104,1213.341,1217.663,922255131
2022-09-20,1223.934,1244.724,1222.007,1230.388,767027579
2022-09-21,1227.709,1230.429,1214.605,1216.341,864992302
2022-09-22,1210.174,1239.064,1210.174,1224.383,807536172
2022-09-23,1224.756,1224.756,1192.323,1196.863,922329479
2022-09-26,1190.294,1216.874,1190.294,1197.021,1087900516
2022-09-27,1200.118,1222.24,1200.118,1222.24,1026512315
2022-09-28,1220.799,1221.022,1190.522,1190.522,945067840
2022-09-29,1198.402,1209.908,1191.71,1200.862,881716825
2022-09-30,1197.52,1197.52,1170.606,1170.606,806460323
2022-10-10,1167.186,1167.186,1120.864,1123.339,922655907
2022-10-11,1124.746,1128.591,1116.537,1119.176,800256530
2022-10-12,1118.123,1162.16,1102.001,1162.16,1078907370
2022-10-13,1155.375,1186.264,1155.375,1173.697,1121000556
2022-10-14,1186.917,1221.529,1181.745,1217.805,1375528505
2022-10-17,1214.947,1234.568,1214.947,1233.936,1440474759
2022-10-18,1238.205,1246.125,1227.042,1238.814,1325445313
2022-10-19,1236.303,1240.259,1227.012,1227.012,1182427678
2022-10-20,1221.988,1252.465,1211.132,1236.016,1349221421
2022-10-21,1235.632,1250.536,1224.962,1245.977,1233932667
2022-10-24,1247.956,1269.304,1237.185,1242.795,1326378049
2022-10-25,1236.766,1251.87,1221.447,1239.819,1203228623
2022-10-26,1241.853,1285.118,1241.853,1280.36,1494491749
2022-10-27,1284.392,1291.401,1266.416,1266.416,1510456527
2022-10-28,1254.592,1274.033,1237.797,1240.418,1444228201
2022-10-31,1235.688,1268.015,1235.688,1256.021,1654670919
2022-11-01,1258.332,1279.541,1246.128,1277.819,1502621988
2022-11-02,1276.247,1313.035,1276.247,1302.585,1691739953
2022-11-03,1292.167,1322.596,1292.167,1321.402,1459702215
2022-11-04,1324.75,1348.283,1322.338,1343.537,1553440868
2022-11-07,1341.519,1347.806,1327.653,1331.447,1511212770
2022-11-08,1332.606,1332.606,1312.903,1322.394,1250654670
2022-11-09,1321.673,1328.504,1311.116,1311.513,1148717209
2022-11-10,1306.983,1314.648,1287.805,1289.325,1473605542
2022-11-11,1323.829,1323.829,1288.131,1288.131,1765433303
2022-11-14,1285.835,1291.853,1274.512,1281.411,1355290837
2022-11-15,1281.469,1320.459,1281.469,1320.459,1593990510
2022-11-16,1322.886,1322.886,1301.341,1303.85,1331650848
2022-11-17,1298.676,1312.655,1282.007,1312.655,1340844574
2022-11-18,1311.215,1321.949,1301.065,1301.807,1429961272
2022-11-21,1295.379,1308.81,1290.633,1308.81,1222175167
2022-11-22,1306.08,1306.08,1278.384,1282.574,1419914836
2022-11-23,1280.975,1283.42,1249.557,1278.764,1412716008
2022-11-24,1281.225,1288.097,1274.411,1279.345,1148749490
2022-11-25,1276.431,1276.431,1255.282,1255.289,1134330256
2022-11-28,1237.88,1252.288,1237.88,1246.176,1145216215
2022-11-29,1248.58,1261.023,1245.877,1255.958,1261926215
2022-11-30,1255.226,1255.226,1241.571,1248.274,1219513384
2022-12-01,1260.406,1270.292,1258.076,1266.248,1313553405
2022-12-02,1262.956,1286.717,1262.956,1272.843,1260118264
2022-12-05,1280.669,1280.669,1261.562,1267.58,1504117037
2022-12-06,1264.761,1278.703,1260.3,1268.065,1305979212
2022-12-07,1265.156,1274.522,1261.101,1264.921,1210505686
2022-12-08,1263.678,1264.721,1257.534,1258.267,1235865934
2022-12-09,1260.081,1266.688,1254.369,1257.898,1683717902
2022-12-12,1256.098,1267.873,1250.684,1264.121,1401644925
2022-12-13,1262.69,1262.69,1239.609,1239.894,1126626419
2022-12-14,1250.584,1250.584,1233.449,1234.282,1125907325
2022-12-15,1234.043,1245.109,1234.043,1243.3,960803514
2022-12-16,1238.777,1238.777,1220.034,1223.362,1089710795
2022-12-19,1220.27,1220.27,1194.968,1196.756,976709483
2022-12-20,1195.737,1197.935,1188.969,1191.12,800455703
2022-12-21,1190.152,1190.152,1170.322,1174.672,770957597
2022-12-22,1178.134,1178.134,1155.844,1158.327,812999487
2022-12-23,1152.442,1153.531,1142.526,1149.961,869304557
2022-12-26,1150.773,1187.818,1150.773,1187.645,961228824
2022-12-27,1189.026,1204.406,1181.994,1203.177,925902574
2022-12-28,1200.066,1200.43,1192.111,1193.097,873105375
2022-12-29,1191.363,1208.742,1191.363,1199.463,830255414
2022-12-30,1201.777,1207.567,1196.787,1196.787,786940000
2023-01-03,1197.324,1228.357,1196.096,1227.371,1126067985
2023-01-04,1231.565,1231.565,1213.6,1221.553,996959316
2023-01-05,1222.583,1239.711,1220.885,1238.533,1043191765
2023-01-06,1240.225,1258.792,1240.225,1247.327,1144462206
2023-01-09,1251.458,1258.645,1247.057,1249.739,1038175174
2023-01-10,1251.495,1257.351,1250.864,1253.791,954589124
2023-01-11,1254.118,1254.915,1233.285,1233.285,993561082
2023-01-12,1236.165,1239.212,1231.557,1234.376,915674608
2023-01-13,1236.925,1237.697,1230.463,1237.427,913217996
2023-01-16,1236.79,1270.731,1236.79,1261.539,1329550628
2023-01-17,1265.697,1274.65,1265.697,1272.449,1053009719
2023-01-18,1275.851,1277.876,1272.791,1275.031,938438844
2023-01-19,1272.901,1298.259,1272.901,1298.259,1042902509
2023-01-20,1300.881,1307.512,1297.478,1301.938,987858545
2023-01-30,1316.979,1316.979,1305.264,1305.264,1477156218
2023-01-31,1300.924,1302.242,1289.557,1289.657,1195070651
2023-02-01,1292.069,1311.01,1290.876,1311.01,1326517719
2023-02-02,1314.143,1331.067,1314.143,1321.18,1508964233
2023-02-03,1319.21,1326.495,1306.89,1326.472,1343646778
2023-02-06,1324.341,1328.87,1313.454,1318.589,1347214731
2023-02-07,1318.579,1322.837,1311.614,1316.854,1346815143
2023-02-08,1317.713,1321.43,1306.25,1306.25,1241198313
2023-02-09,1302.863,1339.14,1302.863,1338.653,1525032946
2023-02-10,1336.325,1338.969,1318.454,1325.555,1550093066
2023-02-13,1322.773,1337.687,1322.773,1331.909,1468001507
2023-02-14,1335.88,1335.88,1322.648,1330.56,1333602502
2023-02-15,1330.4,1334.313,1323.431,1333.556,1451313374
2023-02-16,1332.008,1336.457,1299.429,1301.88,1871601209
2023-02-17,1299.961,1300.86,1277.691,1277.691,1331505003
2023-02-20,1276.452,1289.512,1268.938,1288.712,1294070386
2023-02-21,1289.063,1291.228,1277.509,1284.959,1256080576
2023-02-22,1278.157,1287.85,1278.157,1285.835,1147102894
2023-02-23,1285.215,1293.036,1283.411,1287.521,1155513472
2023-02-24,1290.569,1294.737,1280.63,1283.101,1036510160
2023-02-27,1280.235,1285.055,1271.816,1273.535,1310565056
2023-02-28,1278.3,1280.939,1267.448,1279.31,1303024611
2023-03-01,1279.262,1287.019,1274.416,1286.491,1692348084
2023-03-02,1286.208,1287.145,1272.481,1272.969,1698736201
2023-03-03,1278.114,1285.441,1266.846,1277.55,1572955909
2023-03-06,1278.437,1301.123,1276.258,1297.862,1689473339
2023-03-07,1296.584,1296.584,1270.319,1270.367,1656108699
2023-03-08,1268.589,1279.446,1268.589,1277.52,1391851237
2023-03-09,1278.035,1288.482,1278.035,1283.732,1456362943
2023-03-10,1276.456,1287.599,1272.117,1275.718,1565815678
2023-03-13,1273.426,1278.947,1268.844,1278.769,1544410701
2023-03-14,1277.03,1286.109,1258.931,1281.74,1884412309
2023-03-15,1286.233,1299.643,1278.136,1278.277,1720262605
2023-03-16,1272.428,1276.655,1253.148,1255.017,1608207136
2023-03-17,1263.655,1277.477,1261.702,1267.753,1970724618
2023-03-20,1268.581,1280.363,1257.124,1272.967,2020962136
2023-03-21,1273.296,1289.875,1271.964,1289.875,1598318942
2023-03-22,1292.109,1295.447,1287.944,1292.576,1705958150
2023-03-23,1288.223,1307.036,1288.223,1307.036,2008546315
2023-03-24,1308.014,1308.674,1301.031,1306.766,2000530461
2023-03-27,1305.752,1318.334,1296.911,1309.562,2089586533
2023-03-28,1310.955,1310.955,1288.344,1289.429,1747006704
2023-03-29,1290.452,1317.945,1287.686,1306.511,1807837389
2023-03-30,1309.259,1314.833,1298.701,1309.784,1625258218
2023-03-31,1308.992,1319.544,1305.834,1319.544,1605622908
2023-04-03,1326.529,1351.921,1326.529,1351.348,2234574858
2023-04-04,1348.711,1360.288,1343.029,1350.396,2690579895
2023-04-06,1345.106,1380.031,1345.106,1370.107,2653885571
2023-04-07,1372.819,1391.671,1372.819,1391.533,2242469471
2023-04-10,1395.095,1397.175,1364.568,1366.39,2607574272
2023-04-11,1369.316,1371.712,1347.62,1359.553,2130243813
2023-04-12,1358.755,1372.552,1357.928,1370.468,2128822948
2023-04-13,1365.384,1367.456,1346.725,1347.858,2164200249
2023-04-14,1354.895,1377.712,1344.33,1376.872,2362557538
2023-04-17,1375.72,1386.23,1371.517,1377.732,2211621600
2023-04-18,1371.825,1373.845,1358.87,1368.295,1934740794
2023-04-19,1368.702,1383.662,1366.452,1368.822,2011456953
2023-04-20,1369.888,1381.633,1369.888,1379.795,2722910952
2023-04-21,1377.218,1377.218,1331.282,1331.282,2865098442
2023-04-24,1329.645,1329.645,1297.709,1302.525,2310164005
2023-04-25,1301.398,1302.514,1267.59,1278.323,2259760220
2023-04-26,1275.207,1293.844,1273.606,1278.38,2274580698
2023-04-27,1274.509,1290.778,1273.711,1280.638,1898732957
2023-04-28,1275.526,1298.233,1275.526,1297.948,2060398700
2023-05-04,1289.493,1289.493,1274.115,1277.28,2008423415
2023-05-05,1275.571,1275.571,1254.667,1257.471,1963731196
2023-05-08,1259.067,1260.516,1249.941,1257.193,1797424294
2023-05-09,1258.255,1258.255,1232.614,1232.614,1903059725
2023-05-10,1229.904,1232.37,1215.396,1227.224,2288568685
2023-05-11,1234.133,1235.932,1228.605,1228.605,1758834392
2023-05-12,1228.223,1233.41,1214.527,1214.527,1595644040
2023-05-15,1214.407,1233.171,1212.419,1233.171,1683605141
2023-05-16,1235.858,1243.647,1231.001,1234.483,1761413112
2023-05-17,1233.226,1242.167,1233.226,1241.894,1686485100
2023-05-18,1243.549,1251.512,1242.222,1249.131,1911882237
2023-05-19,1252.547,1268.081,1252.547,1259.797,2030321787
2023-05-22,1259.909,1259.909,1251.647,1256.8,1655477416
2023-05-23,1255.841,1260.465,1245.875,1245.875,1524043054
2023-05-24,1241.516,1257.125,1239.459,1245.836,1725306385
2023-05-25,1249.561,1253.691,1237.561,1253.604,1664280548
2023-05-26,1254.412,1268.442,1251.729,1267.235,1563435644
2023-05-29,1271.837,1271.837,1259.46,1260.848,1865987047
2023-05-30,1258.566,1271.689,1252.452,1270.512,1745796822
2023-05-31,1269.005,1278.331,1266.734,1278.331,1880442219
2023-06-01,1274.419,1287.399,1271.955,1277.109,2042629661
2023-06-02,1280.005,1284.286,1273.105,1277.07,1811286767
2023-06-05,1283.61,1284.84,1271.371,1272.738,1750216081
2023-06-06,1270.039,1270.039,1235.491,1235.982,1842640152
2023-06-07,1237.346,1239.829,1232.283,1235.955,1577853160
2023-06-08,1232.198,1232.198,1217.764,1219.721,1772747447
2023-06-09,1221.161,1247.686,1219.826,1247.686,2468430544
2023-06-12,1246.207,1249.379,1241.895,1245.583,2011092327
2023-06-13,1245.493,1259.22,1242.221,1256.49,1898853372
2023-06-14,1256.412,1258.812,1249.369,1255.694,1904904589
2023-06-15,1257.245,1261.108,1256.587,1259.011,2122388977
2023-06-16,1259.415,1276.815,1259.321,1275.964,2113282883
2023-06-19,1276.615,1291.44,1274.461,1287.794,2370324447
2023-06-20,1287.999,1294.814,1279.254,1292.315,2379463693
2023-06-21,1288.939,1288.939,1253.75,1253.75,2102342798
2023-06-26,1243.266,1255.928,1230.251,1232.16,1988421703
2023-06-27,1232.72,1242.037,1232.72,1238.588,1778795478
2023-06-28,1242.674,1242.674,1215.046,1231.865,1858662547
2023-06-29,1229.812,1241.613,1229.812,1236.036,1758307513
2023-06-30,1233.904,1250.752,1233.904,1247.409,1896435760
2023-07-03,1250.35,1256.786,1243.084,1249.184,2038226720
2023-07-04,1249.396,1265.517,1247.261,1263.319,1959008466
2023-07-05,1261.871,1264.217,1247.249,1248.255,1775838078
2023-07-06,1246.64,1254.873,1242.959,1244.124,1523164438
2023-07-07,1242.272,1242.272,1227.061,1229.959,1559101719
2023-07-10,1232.635,1238.643,1228.434,1232.027,1414901627
2023-07-11,1234.518,1246.115,1234.518,1245.892,1514593933
2023-07-12,1245.719,1245.719,1223.275,1224.4,1663119682
2023-07-13,1228.953,1238.83,1228.953,1237.303,1589627522
2023-07-14,1241.287,1241.287,1231.153,1231.993,1680428169
2023-07-17,1230.009,1230.009,1218.459,1222.641,1404603017
2023-07-18,1223.345,1225.794,1216.826,1217.091,1412825745
2023-07-19,1221.929,1221.929,1206.405,1207.851,1293920953
2023-07-20,1210.899,1210.899,1187.248,1187.688,1440459270
2023-07-21,1185.832,1189.389,1175.994,1178.444,1279275419
2023-07-24,1178.973,1185.742,1174.862,1175.736,1158835423
2023-07-25,1186.754,1190.961,1181.144,1190.41,1320406058
2023-07-26,1189.925,1193.788,1184.032,1186.205,1218923156
2023-07-27,1186.832,1187.296,1171.332,1171.901,1247373400
2023-07-28,1170.099,1180.389,1164.361,1179.818,1385604553
2023-07-31,1180.315,1188.858,1178.33,1181.569,1525390493
2023-08-01,1181.956,1183.541,1176.504,1179.872,1316774017
2023-08-02,1178.67,1182.251,1177.252,1179.098,1240378967
2023-08-03,1174.88,1184.948,1174.88,1182.176,1196265754
2023-08-04,1184.043,1186.658,1178.281,1184.316,1358852443
2023-08-07,1182.887,1182.887,1172.143,1174.897,1422593027
2023-08-08,1173.574,1174.045,1168.325,1168.498,1172374333
2023-08-09,1165.05,1169.532,1160.811,1161.3,1170709677
2023-08-10,1159.88,1165.89,1158.264,1162.972,1061988161
2023-08-11,1163.74,1163.74,1142.067,1142.067,1178318546
2023-08-14,1133.686,1135.725,1119.768,1135.329,1225048931
2023-08-15,1138.093,1138.093,1111.293,1119.381,1434880615
2023-08-16,1117.682,1120.289,1099.85,1099.85,1264585268
2023-08-17,1098.307,1115.166,1094.968,1111.204,1330428928
2023-08-18,1120.739,1124.096,1103.867,1103.867,1681881057
2023-08-21,1100.635,1105.415,1089.325,1089.325,1361526163
2023-08-22,1092.093,1094.695,1066.737,1093.659,1588139915
2023-08-23,1092.981,1092.981,1066.416,1066.416,1268158524
2023-08-24,1071.459,1083.177,1064.062,1073.453,1445861390
2023-08-25,1069.281,1069.281,1047.877,1052.374,1562556036
2023-08-28,1120.37,1120.37,1055.647,1056.846,2005190084
2023-08-29,1054.434,1111.5,1054.434,1109.47,2383068480
2023-08-30,1121.108,1143.142,1121.108,1138.544,2772678467
