datetime,open,high,low,close,volume,date
2025-02-12 11:30:00,1191.991,1193.507,1185.323,1185.416,175741700.0,2025-02-12
2025-02-12 13:15:00,1185.326,1188.566,1183.853,1183.877,208972200.0,2025-02-12
2025-02-12 13:30:00,1183.86,1187.757,1183.473,1187.757,135565500.0,2025-02-12
2025-02-12 13:45:00,1187.796,1192.03,1186.399,1192.03,175463700.0,2025-02-12
2025-02-12 14:00:00,1191.914,1194.145,1190.323,1193.046,194777600.0,2025-02-12
2025-02-12 14:15:00,1193.033,1195.964,1191.896,1193.645,206558400.0,2025-02-12
2025-02-12 14:30:00,1193.662,1198.299,1193.56,1195.533,203520200.0,2025-02-12
2025-02-12 14:45:00,1195.452,1200.142,1193.484,1200.142,213217900.0,2025-02-12
2025-02-12 15:00:00,1200.08,1201.689,1199.762,1201.391,302042700.0,2025-02-12
2025-02-13 09:45:00,1200.573,1200.585,1191.013,1191.378,716285500.0,2025-02-13
2025-02-13 10:00:00,1191.394,1197.371,1189.763,1196.01,379839100.0,2025-02-13
2025-02-13 10:15:00,1196.002,1200.874,1191.687,1191.901,307931000.0,2025-02-13
2025-02-13 10:30:00,1191.913,1194.194,1189.253,1189.253,224555600.0,2025-02-13
2025-02-13 10:45:00,1189.127,1189.198,1180.455,1182.622,290427300.0,2025-02-13
2025-02-13 11:00:00,1182.77,1185.333,1180.697,1185.287,170767500.0,2025-02-13
2025-02-13 11:15:00,1185.197,1186.034,1182.708,1183.707,141794000.0,2025-02-13
2025-02-13 11:30:00,1183.743,1185.059,1183.064,1183.528,104679100.0,2025-02-13
2025-02-13 13:15:00,1183.708,1185.89,1181.236,1185.669,174413400.0,2025-02-13
2025-02-13 13:30:00,1185.674,1188.585,1185.234,1187.852,130433200.0,2025-02-13
2025-02-13 13:45:00,1187.864,1193.293,1187.735,1191.147,157065800.0,2025-02-13
2025-02-13 14:00:00,1191.415,1192.081,1186.636,1186.962,154659600.0,2025-02-13
2025-02-13 14:15:00,1186.905,1191.229,1186.779,1189.787,125512400.0,2025-02-13
2025-02-13 14:30:00,1189.759,1189.834,1180.937,1180.937,165806600.0,2025-02-13
2025-02-13 14:45:00,1180.785,1181.503,1175.575,1175.575,215296200.0,2025-02-13
2025-02-13 15:00:00,1175.54,1177.452,1174.643,1174.878,257465600.0,2025-02-13
2025-02-14 09:45:00,1171.168,1181.146,1171.168,1178.151,661326200.0,2025-02-14
2025-02-14 10:00:00,1178.18,1178.391,1168.333,1173.928,398427000.0,2025-02-14
2025-02-14 10:15:00,1174.126,1175.736,1172.403,1172.937,235191500.0,2025-02-14
2025-02-14 10:30:00,1173.09,1175.925,1171.219,1174.3,204356800.0,2025-02-14
2025-02-14 10:45:00,1174.048,1175.095,1172.278,1175.095,183239400.0,2025-02-14
2025-02-14 11:00:00,1175.123,1181.588,1175.123,1178.352,202955700.0,2025-02-14
2025-02-14 11:15:00,1178.237,1184.381,1177.617,1183.947,152311200.0,2025-02-14
2025-02-14 11:30:00,1183.912,1184.568,1178.139,1180.777,154889900.0,2025-02-14
2025-02-14 13:15:00,1181.0,1184.511,1181.0,1182.569,239406200.0,2025-02-14
2025-02-14 13:30:00,1182.524,1185.027,1181.805,1183.772,177555500.0,2025-02-14
2025-02-14 13:45:00,1183.667,1186.373,1176.442,1177.563,234642700.0,2025-02-14
2025-02-14 14:00:00,1177.56,1177.56,1173.855,1176.295,166140300.0,2025-02-14
2025-02-14 14:15:00,1176.275,1177.491,1173.982,1177.369,141619400.0,2025-02-14
2025-02-14 14:30:00,1177.274,1177.779,1175.562,1175.893,136620000.0,2025-02-14
2025-02-14 14:45:00,1175.739,1183.531,1175.686,1183.41,187578400.0,2025-02-14
2025-02-14 15:00:00,1183.454,1183.685,1180.979,1182.232,240001900.0,2025-02-14
2025-02-17 09:45:00,1189.047,1195.763,1188.41,1191.771,893531100.0,2025-02-17
2025-02-17 10:00:00,1191.661,1200.139,1191.585,1192.598,477343400.0,2025-02-17
2025-02-17 10:15:00,1192.561,1193.616,1185.995,1187.106,317503100.0,2025-02-17
2025-02-17 10:30:00,1187.073,1192.628,1186.147,1192.61,208762100.0,2025-02-17
2025-02-17 10:45:00,1192.584,1196.126,1191.322,1194.035,205451500.0,2025-02-17
2025-02-17 11:00:00,1194.004,1195.795,1191.387,1195.156,170077000.0,2025-02-17
2025-02-17 11:15:00,1195.087,1195.616,1191.536,1194.858,179498600.0,2025-02-17
2025-02-17 11:30:00,1194.894,1195.555,1188.188,1190.449,150418800.0,2025-02-17
2025-02-17 13:15:00,1190.611,1193.831,1187.297,1190.368,211274700.0,2025-02-17
2025-02-17 13:30:00,1190.525,1195.235,1190.525,1191.614,192168200.0,2025-02-17
2025-02-17 13:45:00,1191.538,1191.596,1182.453,1183.719,224439000.0,2025-02-17
2025-02-17 14:00:00,1183.744,1186.099,1183.475,1184.422,132913000.0,2025-02-17
2025-02-17 14:15:00,1184.399,1188.416,1183.515,1188.416,121889200.0,2025-02-17
2025-02-17 14:30:00,1188.386,1192.36,1188.386,1192.255,150052700.0,2025-02-17
2025-02-17 14:45:00,1192.302,1194.231,1191.008,1194.074,174304900.0,2025-02-17
2025-02-17 15:00:00,1194.166,1195.788,1193.609,1194.991,257851700.0,2025-02-17
2025-02-18 09:45:00,1192.531,1197.427,1187.432,1190.443,656010000.0,2025-02-18
2025-02-18 10:00:00,1190.419,1194.978,1189.33,1191.963,372482500.0,2025-02-18
2025-02-18 10:15:00,1191.844,1193.32,1185.007,1185.007,290504900.0,2025-02-18
2025-02-18 10:30:00,1184.93,1190.484,1184.696,1189.226,205740900.0,2025-02-18
2025-02-18 10:45:00,1189.285,1195.499,1188.033,1192.941,196738200.0,2025-02-18
2025-02-18 11:00:00,1193.008,1193.194,1187.378,1188.899,166490400.0,2025-02-18
2025-02-18 11:15:00,1188.896,1190.111,1187.562,1190.025,136841200.0,2025-02-18
2025-02-18 11:30:00,1190.029,1192.167,1189.839,1191.112,126541400.0,2025-02-18
2025-02-18 13:15:00,1191.222,1194.358,1188.504,1188.637,202866300.0,2025-02-18
2025-02-18 13:30:00,1188.669,1190.235,1186.538,1186.538,144334300.0,2025-02-18
2025-02-18 13:45:00,1186.562,1186.562,1181.625,1181.783,203382400.0,2025-02-18
2025-02-18 14:00:00,1181.675,1181.675,1175.414,1175.414,202475400.0,2025-02-18
2025-02-18 14:15:00,1175.364,1178.723,1172.53,1172.554,223170900.0,2025-02-18
2025-02-18 14:30:00,1172.51,1174.178,1167.726,1169.465,228585700.0,2025-02-18
2025-02-18 14:45:00,1169.42,1170.777,1162.844,1168.936,254813500.0,2025-02-18
2025-02-18 15:00:00,1168.876,1168.876,1166.091,1167.954,249017800.0,2025-02-18
2025-02-19 09:45:00,1167.574,1179.543,1167.574,1178.957,623377400.0,2025-02-19
2025-02-19 10:00:00,1178.889,1185.761,1177.539,1185.551,432474700.0,2025-02-19
2025-02-19 10:15:00,1185.579,1193.832,1185.579,1193.022,376870000.0,2025-02-19
2025-02-19 10:30:00,1192.967,1196.939,1192.486,1196.55,348084800.0,2025-02-19
2025-02-19 10:45:00,1196.403,1197.792,1193.772,1194.425,242961200.0,2025-02-19
2025-02-19 11:00:00,1194.454,1196.34,1190.031,1193.556,199225000.0,2025-02-19
2025-02-19 11:15:00,1193.578,1194.865,1189.804,1193.973,179866200.0,2025-02-19
2025-02-19 11:30:00,1194.112,1195.226,1192.082,1192.769,151464600.0,2025-02-19
2025-02-19 13:15:00,1192.975,1198.401,1192.739,1197.201,226486600.0,2025-02-19
2025-02-19 13:30:00,1197.165,1199.872,1194.698,1195.978,193360100.0,2025-02-19
2025-02-19 13:45:00,1195.994,1198.322,1194.277,1194.362,155956500.0,2025-02-19
2025-02-19 14:00:00,1194.301,1196.166,1191.627,1196.031,153827600.0,2025-02-19
2025-02-19 14:15:00,1196.048,1201.15,1196.048,1201.15,199880400.0,2025-02-19
2025-02-19 14:30:00,1201.141,1201.153,1198.1,1200.363,181901600.0,2025-02-19
2025-02-19 14:45:00,1200.348,1202.705,1199.557,1202.197,203785200.0,2025-02-19
2025-02-19 15:00:00,1202.184,1203.251,1202.055,1202.691,309062700.0,2025-02-19
2025-02-20 09:45:00,1203.661,1209.007,1199.678,1209.007,858661300.0,2025-02-20
2025-02-20 10:00:00,1209.267,1215.474,1208.925,1209.892,483644700.0,2025-02-20
2025-02-20 10:15:00,1209.709,1210.977,1204.707,1205.31,338964400.0,2025-02-20
2025-02-20 10:30:00,1205.748,1206.577,1203.935,1205.022,247517500.0,2025-02-20
2025-02-20 10:45:00,1204.891,1205.49,1200.715,1205.407,207009700.0,2025-02-20
2025-02-20 11:00:00,1205.322,1205.322,1201.587,1203.974,146884700.0,2025-02-20
2025-02-20 11:15:00,1204.074,1204.074,1199.99,1200.16,148029600.0,2025-02-20
2025-02-20 11:30:00,1200.071,1202.743,1197.797,1202.685,132203300.0,2025-02-20
2025-02-20 13:15:00,1202.755,1208.245,1202.522,1207.554,185714400.0,2025-02-20
2025-02-20 13:30:00,1207.533,1210.884,1206.552,1208.82,172594000.0,2025-02-20
2025-02-20 13:45:00,1208.898,1215.226,1208.898,1210.986,188515400.0,2025-02-20
2025-02-20 14:00:00,1210.945,1211.886,1208.656,1211.102,139522700.0,2025-02-20
2025-02-20 14:15:00,1211.103,1211.369,1206.487,1210.909,150989400.0,2025-02-20
2025-02-20 14:30:00,1211.001,1213.235,1210.761,1212.117,163934800.0,2025-02-20
2025-02-20 14:45:00,1211.989,1214.162,1210.021,1210.122,192242200.0,2025-02-20
2025-02-20 15:00:00,1210.147,1211.035,1210.042,1210.684,259651100.0,2025-02-20
2025-02-21 09:45:00,1215.951,1219.736,1211.925,1216.178,739464900.0,2025-02-21
2025-02-21 10:00:00,1215.963,1223.159,1213.83,1218.557,480666400.0,2025-02-21
2025-02-21 10:15:00,1218.267,1224.632,1215.383,1223.999,336580100.0,2025-02-21
2025-02-21 10:30:00,1223.954,1235.784,1223.706,1234.182,352875700.0,2025-02-21
2025-02-21 10:45:00,1233.933,1239.869,1232.132,1236.518,294741500.0,2025-02-21
2025-02-21 11:00:00,1236.482,1246.196,1236.482,1246.171,293523600.0,2025-02-21
2025-02-21 11:15:00,1246.187,1246.187,1239.835,1244.456,242445400.0,2025-02-21
2025-02-21 11:30:00,1244.297,1254.992,1244.108,1254.966,245550300.0,2025-02-21
2025-02-21 13:15:00,1255.276,1260.265,1252.566,1257.503,410969600.0,2025-02-21
2025-02-21 13:30:00,1257.491,1259.533,1253.826,1258.718,266934800.0,2025-02-21
2025-02-21 13:45:00,1258.733,1265.6,1258.19,1260.166,278154200.0,2025-02-21
2025-02-21 14:00:00,1260.322,1260.671,1255.424,1256.072,210497100.0,2025-02-21
2025-02-21 14:15:00,1256.06,1264.171,1255.973,1264.043,202165600.0,2025-02-21
2025-02-21 14:30:00,1263.902,1265.329,1263.621,1264.503,198164900.0,2025-02-21
2025-02-21 14:45:00,1264.483,1266.091,1261.653,1262.492,246340200.0,2025-02-21
2025-02-21 15:00:00,1262.559,1264.213,1262.549,1263.68,321482900.0,2025-02-21
2025-02-24 09:45:00,1261.914,1267.007,1248.091,1265.693,1124711200.0,2025-02-24
2025-02-24 10:00:00,1265.721,1268.633,1257.713,1260.209,570922800.0,2025-02-24
2025-02-24 10:15:00,1259.944,1261.995,1252.652,1261.995,384531500.0,2025-02-24
2025-02-24 10:30:00,1262.174,1263.456,1259.918,1260.845,270784900.0,2025-02-24
2025-02-24 10:45:00,1260.904,1271.016,1259.704,1269.727,250348000.0,2025-02-24
2025-02-24 11:00:00,1269.574,1274.998,1268.137,1271.576,238670800.0,2025-02-24
2025-02-24 11:15:00,1271.638,1273.954,1267.865,1270.385,205405800.0,2025-02-24
2025-02-24 11:30:00,1270.433,1271.148,1259.896,1261.936,211993700.0,2025-02-24
2025-02-24 13:15:00,1262.036,1262.036,1255.8,1258.389,220239000.0,2025-02-24
2025-02-24 13:30:00,1258.43,1258.649,1255.863,1256.386,163185000.0,2025-02-24
2025-02-24 13:45:00,1256.482,1259.505,1253.858,1259.146,171206300.0,2025-02-24
2025-02-24 14:00:00,1259.228,1261.046,1256.642,1257.2,137901700.0,2025-02-24
2025-02-24 14:15:00,1257.105,1257.69,1250.409,1257.631,198554000.0,2025-02-24
2025-02-24 14:30:00,1257.59,1261.587,1257.59,1260.516,142799900.0,2025-02-24
2025-02-24 14:45:00,1260.522,1264.15,1260.261,1261.64,187294200.0,2025-02-24
2025-02-24 15:00:00,1261.585,1263.124,1260.658,1263.095,254858400.0,2025-02-24
2025-02-25 09:45:00,1243.226,1254.313,1240.849,1249.618,803949500.0,2025-02-25
2025-02-25 10:00:00,1249.743,1255.573,1249.651,1252.543,388823800.0,2025-02-25
2025-02-25 10:15:00,1252.42,1252.42,1248.754,1249.418,297067800.0,2025-02-25
2025-02-25 10:30:00,1249.346,1257.805,1249.342,1257.668,224629400.0,2025-02-25
2025-02-25 10:45:00,1257.683,1262.219,1256.028,1256.028,212081300.0,2025-02-25
2025-02-25 11:00:00,1256.032,1263.394,1255.779,1263.157,191856700.0,2025-02-25
2025-02-25 11:15:00,1263.164,1274.015,1262.892,1273.596,239319500.0,2025-02-25
2025-02-25 11:30:00,1273.461,1276.48,1270.333,1274.707,211545200.0,2025-02-25
2025-02-25 13:15:00,1275.08,1282.543,1273.737,1275.964,322167800.0,2025-02-25
2025-02-25 13:30:00,1275.996,1281.395,1274.699,1279.717,220200100.0,2025-02-25
2025-02-25 13:45:00,1279.63,1281.42,1275.089,1275.089,215234900.0,2025-02-25
2025-02-25 14:00:00,1275.021,1277.859,1273.343,1273.576,190075300.0,2025-02-25
2025-02-25 14:15:00,1273.607,1277.193,1271.156,1277.193,168677400.0,2025-02-25
2025-02-25 14:30:00,1277.206,1277.872,1272.338,1272.598,162195900.0,2025-02-25
2025-02-25 14:45:00,1272.598,1274.105,1264.69,1264.69,265999100.0,2025-02-25
2025-02-25 15:00:00,1264.593,1266.656,1261.666,1266.445,289076200.0,2025-02-25
2025-02-26 09:45:00,1271.099,1272.655,1259.32,1263.252,800371600.0,2025-02-26
2025-02-26 10:00:00,1263.223,1276.538,1263.162,1276.15,436066400.0,2025-02-26
2025-02-26 10:15:00,1276.301,1279.135,1270.237,1274.284,355787700.0,2025-02-26
2025-02-26 10:30:00,1274.217,1279.857,1273.937,1279.485,284355100.0,2025-02-26
2025-02-26 10:45:00,1279.688,1280.668,1272.749,1278.266,242217000.0,2025-02-26
2025-02-26 11:00:00,1277.825,1289.035,1277.517,1288.525,237185600.0,2025-02-26
2025-02-26 11:15:00,1288.319,1292.58,1286.285,1291.47,247773800.0,2025-02-26
2025-02-26 11:30:00,1291.462,1291.539,1280.314,1282.727,194811200.0,2025-02-26
2025-02-26 13:15:00,1282.78,1288.857,1282.78,1288.014,261860400.0,2025-02-26
2025-02-26 13:30:00,1288.086,1292.113,1288.028,1291.763,236239700.0,2025-02-26
2025-02-26 13:45:00,1291.781,1291.781,1285.373,1289.685,251571200.0,2025-02-26
2025-02-26 14:00:00,1289.554,1292.114,1285.153,1291.568,233690500.0,2025-02-26
2025-02-26 14:15:00,1291.517,1292.625,1285.053,1291.031,252450300.0,2025-02-26
2025-02-26 14:30:00,1290.981,1291.331,1285.917,1287.507,223687100.0,2025-02-26
2025-02-26 14:45:00,1287.521,1293.321,1287.444,1290.672,259738900.0,2025-02-26
2025-02-26 15:00:00,1290.805,1292.422,1290.672,1292.398,301054200.0,2025-02-26
2025-02-27 09:45:00,1292.95,1304.325,1287.837,1299.823,922465800.0,2025-02-27
2025-02-27 10:00:00,1300.0,1303.303,1291.719,1291.997,516332000.0,2025-02-27
2025-02-27 10:15:00,1292.065,1292.664,1281.967,1283.748,425613100.0,2025-02-27
2025-02-27 10:30:00,1283.818,1290.062,1282.608,1286.55,281395600.0,2025-02-27
2025-02-27 10:45:00,1286.565,1289.041,1280.305,1281.775,278021200.0,2025-02-27
2025-02-27 11:00:00,1281.87,1282.043,1274.318,1281.763,266055600.0,2025-02-27
2025-02-27 11:15:00,1281.892,1281.951,1275.866,1276.083,188219400.0,2025-02-27
2025-02-27 11:30:00,1276.014,1278.308,1272.152,1277.911,212615300.0,2025-02-27
2025-02-27 13:15:00,1277.721,1277.721,1268.488,1268.488,222222500.0,2025-02-27
2025-02-27 13:30:00,1268.523,1274.888,1268.324,1270.844,206420900.0,2025-02-27
2025-02-27 13:45:00,1270.82,1270.82,1263.81,1266.593,208769500.0,2025-02-27
2025-02-27 14:00:00,1266.597,1278.894,1266.461,1277.712,189308000.0,2025-02-27
2025-02-27 14:15:00,1277.465,1284.009,1274.957,1284.009,172429100.0,2025-02-27
2025-02-27 14:30:00,1284.0,1295.271,1281.448,1295.271,230960400.0,2025-02-27
2025-02-27 14:45:00,1295.22,1295.22,1289.313,1290.877,242062300.0,2025-02-27
2025-02-27 15:00:00,1290.96,1293.163,1289.77,1292.216,278523900.0,2025-02-27
2025-02-28 09:45:00,1283.848,1287.642,1264.606,1267.174,991487500.0,2025-02-28
2025-02-28 10:00:00,1267.561,1272.056,1257.427,1258.447,570147400.0,2025-02-28
2025-02-28 10:15:00,1258.119,1265.174,1252.958,1264.064,362742000.0,2025-02-28
2025-02-28 10:30:00,1264.018,1269.707,1261.748,1267.149,256085400.0,2025-02-28
2025-02-28 10:45:00,1267.046,1269.663,1263.662,1266.736,217903800.0,2025-02-28
2025-02-28 11:00:00,1266.737,1266.737,1257.791,1257.791,235822400.0,2025-02-28
2025-02-28 11:15:00,1257.872,1259.003,1255.244,1258.351,187903900.0,2025-02-28
2025-02-28 11:30:00,1258.357,1258.557,1253.178,1256.676,154964100.0,2025-02-28
2025-02-28 13:15:00,1256.299,1256.299,1248.211,1249.171,199094900.0,2025-02-28
2025-02-28 13:30:00,1249.143,1250.429,1245.267,1249.196,180785000.0,2025-02-28
2025-02-28 13:45:00,1249.273,1249.321,1244.893,1246.126,163512600.0,2025-02-28
2025-02-28 14:00:00,1246.102,1252.731,1244.349,1245.123,187263000.0,2025-02-28
2025-02-28 14:15:00,1245.114,1245.114,1237.853,1238.475,227174100.0,2025-02-28
2025-02-28 14:30:00,1238.604,1244.087,1234.935,1241.472,230916800.0,2025-02-28
2025-02-28 14:45:00,1241.411,1242.297,1233.063,1236.226,290488200.0,2025-02-28
2025-02-28 15:00:00,1236.207,1236.207,1230.448,1233.614,406462800.0,2025-02-28
2025-03-03 09:45:00,1236.875,1241.07,1219.221,1234.085,879820600.0,2025-03-03
2025-03-03 10:00:00,1234.025,1244.097,1233.622,1237.893,459569100.0,2025-03-03
2025-03-03 10:15:00,1237.742,1250.665,1237.685,1247.755,358650900.0,2025-03-03
2025-03-03 10:30:00,1247.669,1254.603,1247.62,1254.232,270426300.0,2025-03-03
2025-03-03 10:45:00,1254.121,1255.048,1246.795,1251.793,232049100.0,2025-03-03
2025-03-03 11:00:00,1251.584,1251.676,1243.699,1244.766,181816500.0,2025-03-03
2025-03-03 11:15:00,1244.667,1245.55,1240.888,1240.898,150191900.0,2025-03-03
2025-03-03 11:30:00,1240.831,1241.438,1236.777,1238.883,134171100.0,2025-03-03
2025-03-03 13:15:00,1238.81,1239.977,1236.514,1239.969,166727800.0,2025-03-03
2025-03-03 13:30:00,1239.943,1243.266,1238.237,1242.337,143001800.0,2025-03-03
2025-03-03 13:45:00,1242.298,1242.298,1234.814,1236.691,145656100.0,2025-03-03
2025-03-03 14:00:00,1236.778,1236.786,1230.819,1234.304,159727200.0,2025-03-03
2025-03-03 14:15:00,1234.264,1235.624,1228.661,1229.138,148833100.0,2025-03-03
2025-03-03 14:30:00,1229.068,1230.179,1225.874,1227.319,152746000.0,2025-03-03
2025-03-03 14:45:00,1227.255,1228.02,1220.615,1225.674,224884600.0,2025-03-03
2025-03-03 15:00:00,1225.633,1228.607,1225.015,1227.519,236148400.0,2025-03-03
2025-03-04 09:45:00,1216.295,1225.887,1215.917,1222.395,596265700.0,2025-03-04
2025-03-04 10:00:00,1222.334,1234.735,1222.29,1231.489,348870800.0,2025-03-04
2025-03-04 10:15:00,1231.649,1235.721,1227.596,1233.466,252172000.0,2025-03-04
2025-03-04 10:30:00,1233.449,1234.994,1229.167,1231.196,181853100.0,2025-03-04
2025-03-04 10:45:00,1231.089,1237.242,1230.973,1237.119,176791700.0,2025-03-04
2025-03-04 11:00:00,1237.108,1237.638,1233.307,1233.357,160867100.0,2025-03-04
2025-03-04 11:15:00,1233.328,1237.311,1229.36,1229.54,136678800.0,2025-03-04
2025-03-04 11:30:00,1229.544,1232.94,1229.52,1230.787,103628100.0,2025-03-04
2025-03-04 13:15:00,1231.323,1250.449,1231.323,1248.275,336470500.0,2025-03-04
2025-03-04 13:30:00,1248.12,1250.119,1243.457,1244.949,216029800.0,2025-03-04
2025-03-04 13:45:00,1244.523,1252.155,1244.384,1249.148,216824300.0,2025-03-04
2025-03-04 14:00:00,1249.209,1253.313,1248.679,1250.497,193179400.0,2025-03-04
2025-03-04 14:15:00,1250.495,1252.901,1246.67,1246.686,170211400.0,2025-03-04
2025-03-04 14:30:00,1246.589,1251.149,1246.473,1250.801,141769900.0,2025-03-04
2025-03-04 14:45:00,1250.668,1251.568,1249.563,1250.651,172763900.0,2025-03-04
2025-03-04 15:00:00,1250.641,1250.641,1248.824,1249.103,253252400.0,2025-03-04
2025-03-05 09:45:00,1249.17,1258.88,1248.155,1249.079,764136400.0,2025-03-05
2025-03-05 10:00:00,1249.027,1255.182,1245.646,1245.646,386815500.0,2025-03-05
2025-03-05 10:15:00,1245.618,1247.912,1241.874,1247.628,284729700.0,2025-03-05
2025-03-05 10:30:00,1247.49,1253.093,1246.346,1247.776,217927200.0,2025-03-05
2025-03-05 10:45:00,1247.78,1251.349,1245.611,1245.773,172370400.0,2025-03-05
2025-03-05 11:00:00,1245.729,1249.892,1245.721,1247.279,145321000.0,2025-03-05
2025-03-05 11:15:00,1247.215,1248.754,1243.668,1245.872,147110700.0,2025-03-05
2025-03-05 11:30:00,1245.829,1246.859,1243.199,1244.566,132521800.0,2025-03-05
2025-03-05 13:15:00,1244.549,1244.731,1238.967,1238.967,159977900.0,2025-03-05
2025-03-05 13:30:00,1239.163,1243.482,1238.411,1241.58,131098900.0,2025-03-05
2025-03-05 13:45:00,1241.541,1245.344,1241.275,1244.849,135682300.0,2025-03-05
2025-03-05 14:00:00,1244.857,1249.777,1244.462,1249.777,134555600.0,2025-03-05
2025-03-05 14:15:00,1249.898,1252.405,1248.992,1251.828,156609300.0,2025-03-05
2025-03-05 14:30:00,1251.819,1252.111,1247.385,1250.08,132296500.0,2025-03-05
2025-03-05 14:45:00,1250.12,1254.594,1250.12,1254.449,167994600.0,2025-03-05
2025-03-05 15:00:00,1254.264,1255.532,1253.741,1253.741,236968400.0,2025-03-05
2025-03-06 09:45:00,1266.901,1280.204,1266.894,1280.204,873417900.0,2025-03-06
2025-03-06 10:00:00,1280.097,1288.625,1279.934,1285.769,491291400.0,2025-03-06
2025-03-06 10:15:00,1285.769,1291.318,1284.921,1287.689,359024300.0,2025-03-06
2025-03-06 10:30:00,1287.799,1289.456,1282.134,1285.061,297846500.0,2025-03-06
2025-03-06 10:45:00,1285.061,1287.645,1283.633,1286.052,231758200.0,2025-03-06
2025-03-06 11:00:00,1286.031,1287.244,1282.737,1285.801,193487100.0,2025-03-06
2025-03-06 11:15:00,1285.96,1287.808,1283.889,1287.456,144552000.0,2025-03-06
2025-03-06 11:30:00,1287.494,1292.45,1286.393,1291.732,175773700.0,2025-03-06
2025-03-06 13:15:00,1291.855,1295.174,1288.023,1294.425,318344400.0,2025-03-06
2025-03-06 13:30:00,1294.484,1294.561,1288.014,1290.701,221267100.0,2025-03-06
2025-03-06 13:45:00,1290.81,1292.613,1289.387,1289.387,183639600.0,2025-03-06
2025-03-06 14:00:00,1289.322,1291.585,1286.57,1291.041,175480400.0,2025-03-06
2025-03-06 14:15:00,1291.134,1294.69,1290.986,1293.885,168416300.0,2025-03-06
2025-03-06 14:30:00,1294.031,1295.014,1293.091,1294.809,157928400.0,2025-03-06
2025-03-06 14:45:00,1294.853,1296.6,1289.724,1290.623,218622100.0,2025-03-06
2025-03-06 15:00:00,1290.665,1292.57,1290.589,1292.043,280897500.0,2025-03-06
2025-03-07 09:45:00,1284.992,1286.975,1279.18,1284.92,700398500.0,2025-03-07
2025-03-07 10:00:00,1285.096,1286.579,1275.43,1279.409,414263900.0,2025-03-07
2025-03-07 10:15:00,1279.344,1285.761,1278.583,1283.654,268234100.0,2025-03-07
2025-03-07 10:30:00,1283.631,1290.636,1282.944,1287.503,243139700.0,2025-03-07
2025-03-07 10:45:00,1287.567,1291.462,1286.551,1290.305,202559000.0,2025-03-07
2025-03-07 11:00:00,1290.353,1292.654,1287.723,1289.128,186951000.0,2025-03-07
2025-03-07 11:15:00,1289.014,1293.814,1288.149,1288.806,189046900.0,2025-03-07
